name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
"""Heidi's Brooklyn Deli""","""8360 W Thunderbird Rd""",Peoria,AZ,85381,33.611458,-112.2391254,3.5,143,Sandwiches;Restaurants;Delis
"""Scottsdale Station""","""8220 N Hayden Rd""",Scottsdale,AZ,85258,33.5560021,-111.899047,3.5,48,Restaurants;American (New)
"""U-Like World Buffet""","""1343 S Gilbert Rd""",Mesa,AZ,85204,33.3905956,-111.7876826,2,24,Buffets;Chinese;Restaurants
"""Melt Gelato and Crepe Cafe""","""PV Mall, 4550 E Cactus Road""",Phoenix,AZ,85032,33.5990432,-111.9812072,3.5,3,Creperies;Restaurants;Ice Cream & Frozen Yogurt;Sandwiches;Food
"""Rio Sabor Brazilian Steakhouse""","""10425 N Scottsdale Rd""",Scottsdale,AZ,85253,33.581421,-111.925694,3.5,7,Brazilian;Steakhouses;Restaurants
"""BJ's Restaurant & Brewhouse""","""21001 North Tatum Blvd.""",Phoenix,AZ,85050,33.67717386,-111.9765787,3.5,293,American (New);Nightlife;Sports Bars;Bars;Food;Restaurants;Pizza;American (Traditional);Breweries
"""Furr's Buffet""","""10415 Grand Ave""",Sun City,AZ,85351,33.6000118,-112.2825659,4,9,Buffets;American (Traditional);Restaurants
"""Jack in the Box""","""15333 W Waddell Rd""",Surprise,AZ,85379,33.608962,-112.3911329,2,13,Fast Food;Restaurants
"""Sobas""","""3757 S Gilbert Rd, Ste 106""",Gilbert,AZ,85296,33.28189424,-111.7886582,3.5,136,Salad;Ramen;Restaurants;Japanese;Asian Fusion
"""Tandoori Village""","""4255 W Bell Rd""",Phoenix,AZ,85053,33.6390426,-112.1516293,3.5,18,Herbs & Spices;Food;Restaurants;Pakistani;Indian;Specialty Food
"""Chili's""","""1637 S Stapley Dr""",Mesa,AZ,85204,33.3839304,-111.8050921,3,75,Tex-Mex;American (Traditional);Restaurants;Bars;Nightlife
"""Vito's Pizza""","""4318 W Northern Ave""",Glendale,AZ,85301,33.5531288,-112.152496,4,114,Pizza;Restaurants;Chicken Wings;Sandwiches
"""Steak 44""","""5101 N 44th St""",Phoenix,AZ,85018,33.51147081,-111.9860756,4.5,717,Steakhouses;Wine Bars;Restaurants;Nightlife;Bars;Seafood
"""Chili's Grill & Bar""","""801 S Mill Ave""",Tempe,AZ,85281,33.4217581,-111.9397605,3.5,51,Restaurants;American (Traditional);Tex-Mex
"""Sushi Sonora""","""1400 N 32nd St""",Phoenix,AZ,85008,33.4640781,-112.0131539,4.5,11,Restaurants;Sushi Bars;Mexican
"""Sleepy Dog Brewpub""","""1451 E Williams Field Rd""",Gilbert,AZ,85295,33.305366,-111.7586615,2.5,61,Cafes;Breweries;Food;Restaurants
"""Toby Keiths I Love This Bar & Grill""","""1065 N Dobson Rd""",Mesa,AZ,85201,33.43688502,-111.8662262,2.5,189,Restaurants;Nightlife;American (New);Music Venues;Arts & Entertainment;Bars;American (Traditional)
"""Barro's Pizza""","""41111 N Daisy Mountain Rd""",Anthem,AZ,85086,33.85798921,-112.1124982,3.5,68,Pizza;Restaurants;Sandwiches;Italian
"""Mariscos El Rey""","""830 W Southern St""",Mesa,AZ,85210,33.3936015,-111.8497417,4,29,Nightlife;Restaurants;Mexican;Seafood;Bars
"""Sonic Drive-In""","""41135 N Daisy Mountain Dr""",Phoenix,AZ,85086,33.8578568,-112.1131966,2.5,14,Fast Food;Restaurants;American (Traditional)
"""Munch A Lunch""","""1403 W 10th Pl, Ste B105""",Tempe,AZ,85281,33.4170969,-111.9617895,3.5,35,Event Planning & Services;Coffee & Tea;American (Traditional);Restaurants;Soup;Caterers;Cafes;Salad;Sandwiches;Food
"""That Italian Place""","""3941 E Chandler Blvd, Ste 107""",Phoenix,AZ,85048,33.3050646,-111.9985862,4.5,6,Restaurants;Italian
"""El Asadero""","""12032 N Cave Creek Rd""",Phoenix,AZ,85020,33.5959094,-112.0391125,4,3,Mexican;Restaurants
"""Upper Crust Pizza Patio & Wine Bar""","""20235 N Cave Creek Rd, Ste 111""",Phoenix,AZ,85024,33.67106847,-112.0301896,3.5,366,Nightlife;Pizza;Restaurants;Bars;Wine Bars;Sports Bars;Italian
"""Denny's""","""1661 E Warner Rd""",Gilbert,AZ,85296,33.33501467,-111.754303,3,41,American (Traditional);Diners;Restaurants;Breakfast & Brunch
"""Copper Kettle""","""1964 N Alma School Rd""",Chandler,AZ,85224,33.3336727,-111.8608534,3,29,Pakistani;Restaurants;Indian
"""McDonalds""","""1175 S Arizona Ave""",Chandler,AZ,85248,33.2344417,-111.86339,2,3,Restaurants;Fast Food
"""Rancho De Tia Rosa""","""3129 E McKellips Rd""",Mesa,AZ,85213,33.45083,-111.763286,3.5,216,Restaurants;Mexican
"""Romancing the Bean""","""80 E Rio Salado Pkwy, Ste 410""",Tempe,AZ,85281,33.4313894,-111.9384886,4,105,Breakfast & Brunch;Coffee & Tea;Restaurants;Food;Cafes
"""Erika's Coffee Dock""","""9377 E Bell Rd""",Scottsdale,AZ,85260,33.637203,-111.882191,4.5,6,Coffee & Tea;Restaurants;Food;Delis
"""Pho Cao""","""710 E Gilbert Dr""",Tempe,AZ,85281,33.4369319,-111.9270714,3.5,127,Karaoke;Sushi Bars;Vietnamese;Restaurants;Nightlife
"""Krispy Krunchy Chicken""","""4105 E Mcdowell Rd""",Phoenix,AZ,85008,33.4653966,-111.9926392,1,9,Pizza;Fast Food;Restaurants;Sandwiches
"""Roaring Fork""","""4800 N Scottsdale Rd, Ste 1700""",Scottsdale,AZ,85251,33.50869528,-111.9270802,4,898,Steakhouses;Nightlife;Restaurants;Food;Bars;Desserts;American (Traditional)
"""Domino's Pizza""","""1960 E Broadway Rd""",Mesa,AZ,85204,33.4084677,-111.7887681,2.5,18,Chicken Wings;Restaurants;Pizza;Sandwiches
"""Keegan's Grill & Taproom Foothills""","""4723 E Ray Rd""",Phoenix,AZ,85044,33.31926861,-111.982239,3.5,134,American (Traditional);Restaurants
"""Caffe Daniel""","""3115 E Lincoln Dr""",Phoenix,AZ,85016,33.530322,-112.01424,4.5,47,Italian;Restaurants;Modern European
"""Rivas Mexican Food""","""4012 N 75th Ave""",Phoenix,AZ,85033,33.4933261,-112.2210159,2,5,Restaurants;Mexican
"""The Melting Pot-  Scottsdale""","""8260 N Hayden Rd""",Scottsdale,AZ,85258,33.55674266,-111.8991455,3.5,285,Fondue;American (New);Restaurants
"""Fired Pie""","""7014 E Camelback Rd, Ste 577, Fashion Square Mall""",Scottsdale,AZ,85251,33.5028371,-111.9294198,4,39,Desserts;Pizza;Food;Restaurants;Salad
"""Street Cafe and Coffee Lounge""","""10435 N Scottsdale Rd""",Scottsdale,AZ,85253,33.581695,-111.9240561,5,89,Event Planning & Services;Caterers;Breakfast & Brunch;Comfort Food;Cafes;Coffee & Tea;Restaurants;Food
"""Eribertos Mexican Food""","""12725 West Indian School Rd, Ste A102""",Avondale,AZ,85392,33.4919622,-112.3327748,4,23,Mexican;Restaurants
"""Panda Express""","""9111 N 59th Ave""",Glendale,AZ,85302,33.5686908,-112.1862615,2.5,37,Chinese;Fast Food;Restaurants
"""Paradise Mediterranean Grill""","""13761 W Bell Rd, Ste 213""",Surprise,AZ,85374,33.63709213,-112.3569886,4.5,98,Mediterranean;Restaurants
"""The Grapevine Restaurant & Karaoke Bar""","""4013 N Brown Ave""",Scottsdale,AZ,85251,33.4943304,-111.9242893,3,230,American (New);Karaoke;Nightlife;Bars;Restaurants
"""Times Square Pizzeria""","""""",Glendale,AZ,85301,33.5349253,-112.1847509,5,3,Restaurants
"""Goodcents Deli Fresh Subs""","""7707 S Kyrene""",Tempe,AZ,85284,33.34805928,-111.9452178,4,48,Restaurants;Delis;Sandwiches
"""Thai Lotus Restaurant""","""7023 N 19th Ave""",Phoenix,AZ,85021,33.5396436,-112.0993598,4,219,Salad;American (New);Restaurants;Thai
"""El Pollo Loco""","""7204 E Shea Blvd""",Scottsdale,AZ,85260,33.5825055,-111.9251119,4,27,Fast Food;Restaurants;Mexican
"""Essence Bakery Caf̩""","""825 W University Dr""",Tempe,AZ,85281,33.4216573,-111.9511697,4,439,Restaurants;Cafes;Bakeries;Food;Sandwiches
"""Phil's Grill""","""8620 E Thompson Peak Pkwy""",Scottsdale,AZ,85255,33.6780517,-111.89714,4,16,American (New);Restaurants
"""Jack In the Box""","""1403 S Crismon Rd""",Mesa,AZ,85209,33.3893821,-111.6148938,2.5,12,Burgers;Fast Food;Restaurants
"""The Blind Pig""","""3370 N Hayden Rd""",Scottsdale,AZ,85251,33.48691668,-111.9103299,4,325,Food;Mexican;Restaurants;Nightlife;Butcher;Italian;Bars;Diners
"""Tukee's Sports Grill""","""4804 E Chandler Blvd""",Phoenix,AZ,85048,33.3057767,-111.9798844,2.5,138,Nightlife;Bars;Restaurants;American (Traditional);Sports Bars
"""Rosati's""","""18555 N 59th Ave""",Glendale,AZ,85308,33.6524937,-112.185543,2,16,Pizza;Restaurants
"""El Mana Restaurant""","""1515 N 15th Ave""",Phoenix,AZ,85007,33.465384,-112.090943,2.5,3,Mexican;Restaurants
"""5 & Diner""","""9069 E Indian Bend Rd""",Scottsdale,AZ,85250,33.53814,-111.885036,3,114,Desserts;Burgers;American (Traditional);Restaurants;Breakfast & Brunch;Food;Diners
"""Red Robin""","""10214 North Metro Pkwy W""",Phoenix,AZ,85021,33.5750555,-112.1213732,3,4,Restaurants
"""Cha Da Thai""","""8989 E Via Linda, Ste 101""",Scottsdale,AZ,85258,33.5686625,-111.888922,4,218,Thai;Restaurants
"""Jade Palace""","""8120 N Hayden Rd""",Scottsdale,AZ,85258,33.5557353,-111.8988152,4,6,Restaurants;Chinese
"""America's Taco Shop""","""5000 S Arizona Mills Cir""",Tempe,AZ,85282,33.383123,-111.964485,2.5,16,Restaurants;Mexican
"""Wadaa Street Tacos""","""2510 W Thunderbird Rd""",Phoenix,AZ,85023,33.6114096,-112.1106257,4,270,Tacos;Event Planning & Services;Food;Restaurants;Caterers;Mexican;Food Stands
"""Kozy Cactus""","""4326 E Cactus Rd""",Phoenix,AZ,85032,33.5997853,-111.9869486,3,12,American (New);Restaurants
"""Taco Bell""","""2663 E Broadway Rd.""",Mesa,AZ,85204,33.40791,-111.77313,3.5,7,Mexican;Fast Food;Tex-Mex;Restaurants
"""First Watch - Breakfast, Brunch & Lunch""","""4910 W Ray Rd, Ste 5""",Chandler,AZ,85226,33.3203913,-111.9263768,3.5,110,Restaurants;American (Traditional);Breakfast & Brunch;Cafes
"""Denny's""","""2525 W Deer Valley Rd""",Phoenix,AZ,85027,33.68330978,-112.115031,2.5,35,Restaurants;American (New);American (Traditional);Breakfast & Brunch;Diners
"""QDOBA Mexican Eats""","""1290 S Normal Ave, Memorial Union Building""",Tempe,AZ,85287,33.4174402,-111.9337237,3,4,Event Planning & Services;Breakfast & Brunch;Soup;Caterers;Mexican;Fast Food;Restaurants
"""Native New Yorker""","""9030 E Via Linda""",Scottsdale,AZ,85258,33.569728,-111.886203,1.5,4,American (Traditional);Restaurants
"""Pallets Food and Bar""","""1011 N 3rd St""",Phoenix,AZ,85004,33.459054,-112.068953,3,89,Nightlife;Restaurants;Vietnamese;Japanese;Cocktail Bars;Bars;Sushi Bars
"""Lakeside Hideout Cafe""","""11225 N 28th Dr, Ste A110""",Phoenix,AZ,85029,33.58877944,-112.1198586,5,26,Coffee & Tea;Pizza;Sandwiches;Restaurants;Breakfast & Brunch;Food
"""X-Tapa Joe's""","""7500 E Pinnacle Peak Rd""",Scottsdale,AZ,85255,33.6990679,-111.917683,2.5,61,Restaurants;Mexican
"""Bo Ali""","""920 E University Dr, Ste 104""",Tempe,AZ,85281,33.4223217,-111.9257103,3.5,9,Middle Eastern;Restaurants
"""Viva Mexican Grill""","""9820 W Lower Buckeye Rd, Ste 103""",Tolleson,AZ,85353,33.4222909,-112.2688825,2,32,Restaurants;Mexican
"""Crown China Super Buffet""","""5505 N 7th St""",Phoenix,AZ,85014,33.5167768,-112.0646478,2.5,17,Chinese;Buffets;Restaurants
"""Carlos O'Brien's""","""2501 W Happy Valley Rd, Bldg 14""",Phoenix,AZ,85085,33.7124632,-112.1138936,2.5,80,Restaurants;Salad;Chicken Wings;Mexican;Nightlife;Bars;Pubs
"""El Conquistador""","""5350 W Bell Rd""",Glendale,AZ,85308,33.63657813,-112.0140481,3.5,16,Latin American;Restaurants;Mexican
"""Olympus Pizza""","""1211 N Country Club Dr""",Mesa,AZ,85201,33.436452,-111.8394914,2,44,Restaurants;Pizza
"""Macedo's Deli & Pizza""","""1614 N Higley Rd, Ste 101""",Gilbert,AZ,85234,33.379665,-111.724113,3.5,12,Restaurants;Delis;Pizza
"""Fresh Wasabi""","""9940 W Happy Valley Rd, Ste 1060""",Peoria,AZ,85383,33.7114452,-112.2731482,3,18,Restaurants;Sushi Bars
"""LaGattara Cat Lounge & Boutique""","""1301 E University Dr, Ste 136""",Tempe,AZ,85281,33.4215567,-111.9169322,4.5,36,Pets;Themed Cafes;Bars;Pet Services;Coffee & Tea;Food;Wine Bars;Pet Adoption;Nightlife;Restaurants;Cafes
"""Village Inn""","""10010 W McDowell Rd""",Avondale,AZ,85392,33.4654258,-112.275029,3,57,Food;American (Traditional);Breakfast & Brunch;Restaurants;Bakeries
"""Jack-In-the Box Drive Thru""","""141 N Arizona Ave""",Chandler,AZ,85225,33.3053941,-111.8410387,2.5,3,Restaurants
"""Eggs & More""","""310 N Litchfield Rd""",Goodyear,AZ,85338,33.45027931,-112.3587575,2,23,Breakfast & Brunch;American (Traditional);Diners;Restaurants
"""Mariscos Playa Del Sol""","""1719 E McDowell Rd""",Phoenix,AZ,85006,33.4655862,-112.0445999,1.5,3,Seafood;Restaurants
"""Spitfire Grill & Tavern""","""1706 E Warner Rd, Ste 3""",Tempe,AZ,85284,33.33461578,-111.9120598,3.5,27,Gastropubs;Restaurants
"""Carmella's Italian Kitchen and Bar""","""3230 E Thunderbird Rd""",Phoenix,AZ,85032,33.6119171,-112.0125521,4,9,Restaurants;Italian;Pizza
"""Flo's Shanghai Cafe""","""Sky Harbor International Airport, Terminal 4""",Phoenix,AZ,85034,33.439648,-112.026154,2.5,10,Restaurants;Chinese
"""Boulevard Cafe""","""16848 E Ave of the Fountains""",Fountain Hills,AZ,85268,33.6040137,-111.7166851,3,5,Restaurants;French
"""Cosmic Pizza""","""1523 E Apache Blvd""",Tempe,AZ,85281,33.4146602,-111.9136229,1,3,Restaurants;Pizza
"""The Joy Bus Diner""","""3375 E Shea Blvd""",Phoenix,AZ,85028,33.5817549,-112.0084514,4.5,107,Diners;Local Services;Breakfast & Brunch;Restaurants;Community Service/Non-Profit
"""JB's Restaurant""","""3567 W Northern Ave""",Phoenix,AZ,85051,33.5527667,-112.1359694,3.5,33,American (Traditional);Restaurants;Breakfast & Brunch
"""Slices Pizza""","""7111 E 5th Ave""",Scottsdale,AZ,85251,33.498028,-111.927951,4.5,7,Pizza;Restaurants
"""Hurricane Grill & Wings""","""11340 W Bell Rd, Ste 104""",Surprise,AZ,85378,33.63978399,-112.3038561,3.5,115,American (New);Chicken Wings;American (Traditional);Nightlife;Sports Bars;Burgers;Salad;Restaurants;Bars
"""Dilly's Deli""","""414 W University Dr""",Tempe,AZ,85281,33.4221754,-111.9453653,4,163,Event Planning & Services;Burgers;Sandwiches;Delis;Caterers;Restaurants
"""Buffalo Wild Wings""","""7000 E Mayo Blvd""",Phoenix,AZ,85054,33.6586636,-111.9326014,3,46,Restaurants;American (Traditional)
"""Cafe Rumba""","""5940 W Union Hills Dr, Ste F120""",Glendale,AZ,85308,33.6548918,-112.1885372,4,95,Mexican;Restaurants
"""Grill Wrap Cafe""","""4804 E Chandler Blvd, Ste 108""",Phoenix,AZ,85048,33.305766,-111.979651,4,4,Restaurants;Mediterranean
"""Adrian's""","""1011 W Main St""",Mesa,AZ,85201,33.4147889,-111.8529412,4.5,215,Mexican;Restaurants
"""Streets of New York""","""7810 N 12th St""",Phoenix,AZ,85020,33.5511935,-112.0569907,3,52,Restaurants;Italian;Sandwiches;Pizza
"""DC Bar & Grill""","""10440 N Indian Wells Dr""",Fountain Hills,AZ,85268,33.5821241,-111.716244,4,11,Buffets;American (Traditional);Bars;Restaurants;Nightlife
"""Eat Fit Go Chandler""","""4050 S Alma School Rd, Ste 3""",Chandler,AZ,85248,33.24649216,-111.8657079,4,12,Mexican;Restaurants;Breakfast & Brunch;Food;Do-It-Yourself Food;Gluten-Free;Specialty Food
"""Meatballz""","""1930 W Pinnacle Peak Rd, Ste 119""",Phoenix,AZ,85027,33.6988429,-112.101312,3,9,Caterers;Italian;Restaurants;Food;Event Planning & Services
"""Red Brick Pizza""","""2170 E Baseline Rd, Ste 134""",Phoenix,AZ,85042,33.3778368,-112.0358954,3,18,Pizza;Restaurants
"""Jack In the Box""","""39526 N Gavilan Peak Pkwy""",Anthem,AZ,85086,33.8443973,-112.136131,2.5,7,Restaurants;Fast Food
"""Cave Creek Smokehouse""","""6245 E Cave Creek Rd, Suite 18""",Cave Creek,AZ,85331,33.8314777,-111.945564,3,76,American (Traditional);Venues & Event Spaces;Barbeque;Event Planning & Services;Restaurants
"""Thai'd Up""","""110 N Central Ave""",Phoenix,AZ,85004,33.449568,-112.0740163,3,99,Restaurants;Thai
"""Neapolitan Wood Fired Italian""","""3049 W Agua Fria Fwy""",Phoenix,AZ,85027,33.6702216,-112.1218935,4,34,Restaurants;Italian
"""The Capital Grille""","""16489 N Scottsdale Rd""",Scottsdale,AZ,85254,33.6371787,-111.9241687,4,243,Wine Bars;Restaurants;American (Traditional);Steakhouses;Bars;Nightlife;Seafood
"""Los 7 Compas""","""2795 S Market St, Ste 104""",Gilbert,AZ,85296,33.31081,-111.772012,2.5,12,Restaurants;Mexican
"""The Iowa Cafe""","""1129 N Higley Rd""",Mesa,AZ,85205,33.436432,-111.7184844,3,85,Soup;Sandwiches;American (Traditional);Restaurants
"""RJ Family BBQ""","""""",Gilbert,AZ,85233,33.3519301,-111.8210866,5,3,Food Trucks;Barbeque;Food;American (New);Sandwiches;Restaurants
"""Wendy's""","""3200 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.43479774,-112.013731,2.5,45,Burgers;American (Traditional);Restaurants;Fast Food
"""Honey Bear's BBQ""","""2824 N Central Ave""",Phoenix,AZ,85004,33.4796453,-112.074152,3,280,Barbeque;Restaurants
"""Taylor's Chowder House""","""3538 W Calavar Rd""",Phoenix,AZ,85053,33.6120866,-112.1350579,3.5,102,Restaurants;Seafood
"""The Tamale Store""","""13046 N Cave Creek Rd""",Phoenix,AZ,85022,33.6059421,-112.036967,4.5,128,Restaurants;Mexican;Food;Specialty Food;Ethnic Food;Salad;Sandwiches
"""Modern Tortilla Food Truck and Catering""","""""",Phoenix,AZ,85016,33.5106684,-112.029752,4,21,Food Trucks;Food;Caterers;Event Planning & Services;Mexican;Restaurants
"""Church's Chicken""","""4296 W Thomas Rd""",Phoenix,AZ,85019,33.4808535,-112.151244,3,3,Restaurants;Fast Food
"""Butters Pancakes & Caf̩""","""8390 E Via De Ventura, Ste F-108""",Scottsdale,AZ,85258,33.554825,-111.899636,4.5,972,Sandwiches;American (Traditional);Restaurants;Breakfast & Brunch;Cafes
"""Altitude Coffee Lab""","""8320 N Hayden Rd, Ste E107""",Scottsdale,AZ,85258,33.55782581,-111.8990439,4.5,231,Chocolatiers & Shops;Internet Cafes;Coffee & Tea;Specialty Food;Coffee Roasteries;Bakeries;Restaurants;Cafes;Food
"""La Locanda Ristorante Italiano""","""10201 N Scottsdale Rd""",Paradise Valley,AZ,85253,33.5787209,-111.9257619,4,5,Italian;Restaurants
"""Ono Hawaiian BBQ""","""4972 S Power Rd""",Mesa,AZ,85212,33.3258399,-111.6874731,3,98,Restaurants;Hawaiian;Barbeque
"""Pho Winglee""","""111 S Dobson Rd, Ste 106""",Mesa,AZ,85202,33.4125729,-111.8738256,4.5,113,Food;Specialty Food;Grocery;Vietnamese;Restaurants;Meat Shops
"""McDonald's""","""7011 N Litchfield Rd""",Glendale,AZ,85307,33.53730412,-112.3576553,1.5,13,Restaurants;Sandwiches;Burgers;Fast Food
"""Outback Steakhouse""","""1080 N 54th St""",Chandler,AZ,85226,33.3213188,-111.9690416,3,100,Steakhouses;Restaurants
"""Brennan's""","""13610 N Scottsdale Rd""",Scottsdale,AZ,85260,33.6100582,-111.9266277,3.5,11,Mexican;Restaurants
"""Subway""","""715 E Bell Rd, Ste 4""",Phoenix,AZ,85022,33.6390203,-112.0649299,3.5,14,Sandwiches;Restaurants;Fast Food
"""Jersey Mike's Subs""","""245 East Bell Rd""",Phoenix,AZ,85022,33.6380233,-112.0717802,3.5,41,Restaurants;Fast Food;Sandwiches;Delis
"""Pezzano's Pizza""","""3130 E Union Hills Dr""",Phoenix,AZ,85050,33.6556294,-112.015465,4,57,Restaurants;Italian;Food;Pizza
"""Taco Bell""","""11325 W Buckeye Road""",Avondale,AZ,85323,33.43465,-112.30349,3.5,7,Restaurants;Tex-Mex;Fast Food;Mexican
"""Durant's""","""2611 N Central Ave""",Phoenix,AZ,85004,33.47720641,-112.0735331,4,749,Steakhouses;Diners;Bars;Wine Bars;Burgers;Seafood;Nightlife;Restaurants
"""Native Grill & Wings""","""5030 E Ray Rd""",Phoenix,AZ,85044,33.3217349,-111.975816,3,124,Chicken Wings;Nightlife;American (New);Sports Bars;Bars;American (Traditional);Restaurants
"""Subway""","""7730 E McDowell Rd, Ste 108-B""",Scottsdale,AZ,85257,33.4666105,-111.9140909,4,6,Food;Restaurants;Fast Food;Sandwiches
"""Grandpa's Pizza""","""7333 W Thomas Rd""",Phoenix,AZ,85033,33.4792484,-112.2183881,3.5,31,Pizza;Restaurants
"""Denny's""","""17053 E Shea Blvd""",Fountain Hills,AZ,85268,33.57263577,-111.7143778,3,28,American (Traditional);Restaurants;Diners;Breakfast & Brunch
"""Mariscos el Cochorit""","""5037 W Thomas Rd""",Phoenix,AZ,85031,33.4801586,-112.1676765,1.5,3,Mexican;Seafood;Restaurants
"""Chloe's Corner""","""50 W Jefferson St""",Phoenix,AZ,85004,33.44717525,-112.0748343,4,96,Cafes;Delis;American (Traditional);Restaurants
"""Panera Bread""","""1125 E Glendale Ave""",Phoenix,AZ,85020,33.53788481,-112.0574565,2.5,97,Food;Sandwiches;Restaurants;Bakeries;Salad;Coffee & Tea;Soup
"""Jimmy John's""","""1055 S Arizona Ave""",Chandler,AZ,85286,33.2903909,-111.8409101,3,15,Restaurants;Food;Food Delivery Services;Sandwiches
"""Red Lobster""","""1403 S Alma School Rd""",Mesa,AZ,85210,33.3878485,-111.8565847,3,92,Seafood;American (Traditional);Restaurants
"""Filiberto's Mexican Food""","""17224 N. 19th Ave""",Phoenix,AZ,85023,33.641644,-112.1002204,3,67,Restaurants;Mexican
"""Modern Margarita""","""1 E Boston St""",Chandler,AZ,85225,33.3021309,-111.8412086,3,89,Bars;Nightlife;Restaurants;Mexican;Salad
"""Salvadoreno Restaurant""","""330 S Gilbert Rd, Ste 20""",Mesa,AZ,85204,33.409294,-111.7888936,3.5,24,Specialty Food;American (Traditional);Latin American;Salvadoran;Food;Ethnic Food;Imported Food;Restaurants
"""US Fries Tempe""","""414 S Mill Ave""",Tempe,AZ,85281,33.4259647,-111.9402513,4,106,Restaurants;Fast Food;Poutineries;American (New)
"""Jesters Mexican Grill""","""701 W Deer Valley Rd""",Phoenix,AZ,85027,33.683216,-112.083836,4,20,Restaurants;Mexican
"""Four Seasons Buffet""","""1461 N Dysart Rd""",Avondale,AZ,85323,33.451818,-112.340391,3,6,Buffets;Chinese;Restaurants
"""Chino Bandido""","""1825 W Chandler Blvd""",Chandler,AZ,85224,33.304492,-111.873637,3.5,377,Restaurants;Chinese;Mexican;Asian Fusion
"""Papa Murphy's""","""67 N Dobson Rd""",Mesa,AZ,85201,33.41704435,-111.8739368,5,12,Pizza;Restaurants
"""Shogun""","""12615 N Tatum Blvd""",Phoenix,AZ,85032,33.6003783,-111.9786507,3.5,206,Japanese;Restaurants;Sushi Bars
"""Picnic Company Gourmet Cafe""","""7117 E 3rd Avenue""",Scottsdale,AZ,85251,33.496085,-111.9276134,3,7,Sandwiches;Restaurants;American (Traditional)
"""Downtown Rendezvous""","""20 E Main St""",Mesa,AZ,85201,33.41561496,-111.8309278,4.5,37,Restaurants;Breakfast & Brunch;Sandwiches;American (Traditional)
"""Johnny's Uptown""","""40 E Camelback Rd""",Phoenix,AZ,85012,33.5103908,-112.0719424,2.5,3,Restaurants;American (Traditional)
"""Eastwind Sushi & Grill""","""13637 N Tatum Blvd""",Phoenix,AZ,85032,33.61082056,-111.977497,3,150,Sushi Bars;Asian Fusion;Japanese;Restaurants
