name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,category
Urban Seven Martini Kitchen,4151 N Marshall Way,Scottsdale,AZ,85251,33.49522,-111.932743,3.0,33,american (new);nightlife;bars;restaurants;latin american,American
McDonalds,13870 W McDowell Rd,Goodyear,AZ,85338,33.46513,-112.3574883,1.5,45,burgers;fast food;restaurants,American
Arby's,1060 S Country Club Dr,Mesa,AZ,85210,33.3956342,-111.8406499,3.5,10,fast food;restaurants;sandwiches,American
Fractured Prune,"4910 W Ray Rd, Ste 1",Chandler,AZ,85226,33.320376,-111.9262976,4.0,224,restaurants;bakeries;cafes;food;donuts;bagels,American
Firehouse Subs,"107 E Baseline Rd, Ste A1",Tempe,AZ,85283,33.3777599,-111.9387136,2.5,22,burgers;delis;fast food;american (traditional);restaurants;food;sandwiches,American
Sushi Eye,"4855 E Warner Rd, Ste A29",Phoenix,AZ,85044,33.3306902,-111.9785992,3.5,191,sushi bars;restaurants,Japanese
Papa Sam's Chicago Style Pizzeria,4330 W Union Hills Dr,Glendale,AZ,85308,33.6546046,-112.1526954,3.0,75,pizza;chicken wings;restaurants;italian,Italian
Yu's Chinese Express,13686 N 75th Ave,Peoria,AZ,85381,33.609083,-112.220679,4.0,25,restaurants;chinese,Chinese
Dessie's Cafe,4050 W Ray Rd,Chandler,AZ,85226,33.32099441,-111.9126824,3.5,68,sandwiches;breakfast & brunch;restaurants;american (traditional),American
The Habit Burger Grill,960 N 54th St,Chandler,AZ,85226,33.3189479,-111.9697275,3.5,181,restaurants;burgers,American
Baratin,"7125 E 5th Ave, Ste 31",Scottsdale,AZ,85251,33.497828,-111.927267,4.5,22,restaurants;wine bars;bars;nightlife;cafes,American
Flamingo Palace,"350 E Bell Rd, Ste 3",Phoenix,AZ,85022,33.6418065,-112.0694059,3.5,189,restaurants;chinese,Chinese
Subway,1849 E Guadalupe Rd,Tempe,AZ,85283,33.36330051,-111.9094659,4.5,10,fast food;sandwiches;food;restaurants;american (traditional),American
Pizzeria Uno,455 N 3rd St,Phoenix,AZ,85004,33.4521542,-112.0686202,2.5,18,restaurants;pizza,Italian
Pizza Hut,"34640 N North Valley Pkwy, # A3",Phoenix,AZ,85086,33.7987803,-112.1292642,2.0,9,italian;restaurants;chicken wings;pizza,Italian
El Asadero,720 E Main St,Mesa,AZ,85203,33.4154133,-111.8153431,3.5,27,mexican;restaurants,Mexican
In And Out,4100-4110 N 59th Ave,Phoenix,AZ,85033,33.49575292,-112.1864779,4.5,3,restaurants;burgers,American
Crepes and Bakes,"7001 N Scottsdale Rd, Ste 154",Paradise Valley,AZ,85253,33.5393489,-111.9239084,4.0,4,restaurants;creperies,American
Subway,"1445 W Southern Ave, Space 2096",Mesa,AZ,85202,33.38934621,-111.8606495,3.5,3,delis;sandwiches;restaurants;fast food,American
Margaritaville,"6751 N Sunset Blvd, Ste E109",Glendale,AZ,85305,33.5337727,-112.2617176,2.5,169,restaurants;arts & entertainment;american (new);music venues;nightlife;bars;american (traditional);cajun/creole;caribbean,American
Berry Beet Juice Bar,"4206 E Chandler Blvd, Ste 9",Phoenix,AZ,85048,33.3056603,-111.9922414,4.5,27,restaurants;vegan;vegetarian;organic stores;acai bowls;specialty food;fruits & veggies;food;juice bars & smoothies,American
Chili's,2612 N 75th Ave,Phoenix,AZ,85035,33.476793,-112.221174,2.0,45,bars;restaurants;tex-mex;nightlife;american (traditional),American
Panera Bread,20199 N 67th Ave,Glendale,AZ,85308,33.6670369,-112.202556,2.0,53,salad;sandwiches;soup;restaurants,American
Carl's Jr.,2750 W Thomas Rd,Phoenix,AZ,85017,33.480794,-112.1196428,4.0,13,restaurants;burgers;fast food,American
Big Boys Pizza,"1731 W Baseline Rd, Ste 115",Mesa,AZ,85202,33.3784131,-111.8722511,4.0,159,restaurants;pizza;salad;chicken wings,Italian
Yoliberto's Fresh Mexican Food,80 West Warner Rd,Chandler,AZ,85225,33.3351951,-111.8440762,3.5,15,breakfast & brunch;restaurants;mexican,Mexican
deseo,6902 E Greenway Pkwy,Scottsdale,AZ,85254,33.62596998,-111.9327184,4.0,239,latin american;restaurants,American
Arby's,18735 N 83rd Ave,Peoria,AZ,85382,33.6538116,-112.2370468,3.5,7,fast food;restaurants;sandwiches,American
Betitos Mexican Food,546 N Gilbert Rd,Gilbert,AZ,85234,33.36017897,-111.7900749,3.5,41,restaurants;mexican,Mexican
Sushi Ave,"2945 E Bell Rd, Ste 102",Phoenix,AZ,85032,33.6399519,-112.0191651,4.0,153,restaurants;sushi bars;japanese;asian fusion,Japanese
Pho Thang Long,"414 S Mill Ave, Suite 115",Tempe,AZ,85281,33.425938,-111.940346,3.0,8,vietnamese;restaurants,Vietnamese
Elie's Deli,4502 E Thomas Rd,Phoenix,AZ,85018,33.4804959,-111.9842703,4.5,31,delis;sandwiches;greek;restaurants,Mediterranean
Sushi Loco,5301 W Indian School Rd,Phoenix,AZ,85031,33.4944863,-112.1737689,3.5,35,restaurants;sushi bars;mexican,Mexican
Twisted Grove Parlor + Bar,3160 E Camelback Rd,Phoenix,AZ,85016,33.5101513,-112.0137321,4.0,77,american (new);restaurants;bars;tapas/small plates;american (traditional);nightlife,American
La Carreta De Lily,8260 W Indian School Rd,Phoenix,AZ,85033,33.49563391,-112.2368645,3.5,7,restaurants;mexican,Mexican
Willows Restaurant,524 N 92nd St,Scottsdale,AZ,85256,33.454265,-111.885738,3.0,32,restaurants;food;desserts;breakfast & brunch;american (traditional),American
Atami Sushi,13849 N 19th Ave,Phoenix,AZ,85023,33.612328,-112.0992761,4.0,29,sushi bars;restaurants,Japanese
Cristal's Bakery & Mexican Food,"6402 W Glendale Ave, Ste 5",Glendale,AZ,85301,33.5387592,-112.1977171,3.0,6,bakeries;mexican;food;restaurants,Mexican
Saffron Deli & Cafe,"15689 N Hayden Rd, Ste C3",Scottsdale,AZ,85260,33.6272242,-111.895645,2.5,7,greek;delis;persian/iranian;restaurants,Mediterranean
Frost Gelato,"2150 E Williams Field Rd, Ste 120",Gilbert,AZ,85295,33.30683671,-111.743672,4.5,357,gelato;ice cream & frozen yogurt;coffee & tea;italian;desserts;food;restaurants,Italian
Frank N Steins,"14071 W Bell Rd, Ste 104",Surprise,AZ,85374,33.6385585,-112.3628541,4.0,27,restaurants;hot dogs;american (traditional),American
La Reyna Del Hot Dog,5925 W. Olive,Glendale,AZ,85302,33.56685742,-112.1873553,4.0,7,hot dogs;restaurants;american (traditional);mexican;specialty food;ethnic food;food,American
China Buffet,17119 N Litchfield Rd,Surprise,AZ,85374,33.63966274,-112.3579414,3.0,67,restaurants;chinese,Chinese
Subway,"5930 W McDowell Rd, Ste 107",Phoenix,AZ,85035,33.4664677,-112.1884245,4.0,4,restaurants;sandwiches;fast food,American
Barro's Pizza,10861 E Baseline Rd,Mesa,AZ,85209,33.378332,-111.599682,3.0,49,italian;sandwiches;restaurants;pizza,Italian
Babbo Italian Eatery,10720 E Southern Ave,Mesa,AZ,85209,33.3948766,-111.6001938,3.5,178,sandwiches;italian;restaurants;pizza,Italian
Pokitrition - Sushi Burritos & Poke,"3235 W Ray Rd, Ste 3",Chandler,AZ,85226,33.3196626,-111.8978008,4.5,258,restaurants;poke;food;salad;live/raw food;sushi bars;wraps,Japanese
Fuego CityScape,"1 E Washington St, Ste 175",Phoenix,AZ,85004,33.4480003,-112.0730318,3.5,140,restaurants;latin american;mexican,American
JB's Restaurant,6810 E Main St,Mesa,AZ,85207,33.4160799,-111.6841578,3.0,15,restaurants;buffets,American
El Tacazo,5239 S Central Ave,Phoenix,AZ,85040,33.3982304,-112.0728809,4.0,11,restaurants;latin american;mexican,American
Filiberto's Mexican Food,1158 W. Washington St,Tempe,AZ,85282,33.4423485,-111.9554995,2.5,39,mexican;restaurants,Mexican
Inchin Bamboo Garden,"10050 N Scottsdale Rd, Ste 121",Paradise Valley,AZ,85253,33.575816,-111.926234,3.0,175,asian fusion;szechuan;restaurants;chinese;indian,Chinese
Jack In the Box,7412 E Mcdowell Rd,Scottsdale,AZ,85257,33.4660727,-111.9209192,2.5,22,fast food;restaurants;burgers,American
Denny's,6700 W Latham,Phoenix,AZ,85043,33.46108038,-112.204556,2.0,14,american (traditional);breakfast & brunch;restaurants;diners,American
Humberto's Mexican Food,3607 E Bell Rd,Phoenix,AZ,85032,33.640076,-112.004291,4.0,13,mexican;restaurants,Mexican
Cr̻pe Bar,"7520 S Rural Rd, Ste A12",Tempe,AZ,85283,33.34971136,-111.9299256,4.5,704,breakfast & brunch;food;restaurants;coffee & tea;creperies;cafes,American
Church's Chicken,1102 E Baseline Rd,Tempe,AZ,85283,33.3786801,-111.9238548,2.0,10,restaurants;chicken wings,American
LongHorn Steakhouse,10047 N Metro Pkwy,Phoenix,AZ,85051,33.57805916,-112.1181255,3.5,110,restaurants;barbeque;steakhouses;american (traditional),American
Big Buddha,"16572 W Greenway Rd, Ste 115",Surprise,AZ,85388,33.62528463,-112.4144465,4.0,339,restaurants;chinese,Chinese
Pomo  Pizzeria- Scottsdale,"8977 N Scottsdale Rd, Ste 504",Scottsdale,AZ,85253,33.5670239,-111.9254205,4.0,363,italian;pizza;restaurants;sandwiches;gluten-free,Italian
McDonald's,24710 N Lake Pleasant Pkwy,Peoria,AZ,85383,33.7080676,-112.273084,1.5,53,restaurants;fast food;burgers,American
Breakfast Club- Scottsdale,4400 N Scottsdale Rd,Scottsdale,AZ,85251,33.50004397,-111.926333,4.0,878,american (traditional);coffee & tea;restaurants;breakfast & brunch;food;turkish,American
Jolie's Place,140 W Warner Rd,Chandler,AZ,85225,33.33605,-111.844343,4.0,158,restaurants;sports bars;bars;american (traditional);nightlife;karaoke,American
Paprika Mediterranean Experience,7116 E Mercer Ln,Scottsdale,AZ,85254,33.585636,-111.927548,4.0,29,middle eastern;kosher;mediterranean;restaurants,Mediterranean
"First Watch - Breakfast, Brunch & Lunch","18255 N 83rd Ave, Ste. 106",Glendale,AZ,85308,33.646598,-112.2363245,3.5,124,american (traditional);restaurants;cafes;breakfast & brunch,American
Domino's Pizza,"5030 W McDowell Rd, Ste 51",Phoenix,AZ,85035,33.4667388,-112.1676335,2.0,9,restaurants;chicken wings;sandwiches;pizza,Italian
Chop and Wok Gourmet Chinese,7136 E Shea Blvd,Scottsdale,AZ,85254,33.5824808,-111.9267579,3.5,57,restaurants;chinese;bars;nightlife,Chinese
Hal O Penos Mexican Cafe,3575 W Northern Ave,Phoenix,AZ,85051,33.553936,-112.1697623,4.5,15,restaurants;mexican,Mexican
Sutra Sushi at Barcelona,15440 N Greenway Hayden Loop,Scottsdale,AZ,85250,33.6263102,-111.9238643,3.5,13,sushi bars;restaurants,Japanese
J Chen,29850 N Tatum Blvd,Cave Creek,AZ,85331,33.756006,-111.992641,3.0,82,thai;chinese;restaurants,Chinese
Great American Grill,10 E Thomas Rd,Phoenix,AZ,85012,33.4807,-112.072288,3.0,7,american (new);american (traditional);restaurants,American
Rolberto's Taco Shop,"15840 N 32nd St, Ste 5",Phoenix,AZ,85032,33.6315499,-112.0138415,3.0,3,mexican;restaurants,Mexican
Bistas Deli & Market,"24825 N 16th Ave, Ste 100",Phoenix,AZ,85085,33.711456,-112.092945,3.5,3,delis;food;beer;wine & spirits;restaurants,American
Squash Blossom,705 N 1st St,Phoenix,AZ,85004,33.455863,-112.072167,3.0,61,breakfast & brunch;restaurants;cafes,American
High Tide Seafood Bar & Grill,"2540 S Val Vista Dr, Ste 101",Gilbert,AZ,85295,33.3042699,-111.757415,4.0,621,restaurants;seafood;fish & chips;southern,American
Gourmet Command Center,"500 N Estrella Pkwy, Ste B2",Goodyear,AZ,85338,33.4521795,-112.3926303,4.0,4,food;cheesesteaks;restaurants;specialty food,American
Ellie's Native & Mexican Food,"3140 S Gilbert Rd, Ste 3",Chandler,AZ,85286,33.260838,-111.7896154,4.5,6,mexican;restaurants,Mexican
Subway,"2530 S Val Vista Dr, Ste 106",Gilbert,AZ,85295,33.3048055,-111.7556786,3.0,6,sandwiches;fast food;restaurants,American
Rosati's Pizza,"10651 W Olive Ave, Ste C105",Peoria,AZ,85345,33.56369012,-112.2892068,2.5,70,pizza;restaurants;italian,Italian
True Food Kitchen,2502 E Camelback Rd,Phoenix,AZ,85016,33.51031415,-112.0276869,4.0,1016,restaurants;salad;american (new);vegetarian;vegan,American
Burger Shoppe,3423 W Thomas Rd,Phoenix,AZ,85009,33.480085,-112.13332,3.5,48,burgers;restaurants,American
El Molino Mexican Cafe,3554 N Goldwater Blvd,Scottsdale,AZ,85251,33.48874,-111.92834,3.5,121,restaurants;mexican,Mexican
The Beach Pit,414 S Mill Ave,Tempe,AZ,85281,33.42593765,-111.9402466,3.5,18,nightlife;sports bars;bars;barbeque;restaurants,American
Caf̩ Biblioteca,300 E Orange Mall Hayden Library,Tempe,AZ,85281,33.41910505,-111.9359117,3.5,6,coffee & tea;food;restaurants;cafes,American
Taco & Dilla Parlor,1339 E Northern Ave,Phoenix,AZ,85020,33.5527972,-112.0533611,4.5,95,restaurants;mexican;food,Mexican
Mayo Clinic Hospital Cafeteria,5777 E Mayo Blvd,Phoenix,AZ,85054,33.65861893,-111.9565811,4.0,30,food;ice cream & frozen yogurt;american (new);salad;restaurants;american (traditional),American
Hap's Pit Barbeque,"Indian School Rd, Ste 32N",Phoenix,AZ,85034,33.4382789,-112.0178286,4.5,3,barbeque;restaurants,American
Domino's Pizza,"833 S Cotton Ln, Ste 100",Goodyear,AZ,85338,33.45075794,-112.4218724,2.5,8,sandwiches;pizza;chicken wings;restaurants,Italian
Subway,"4939 W Ray Rd, Ste 8",Chandler,AZ,85226,33.3185608,-111.9258046,4.5,10,fast food;sandwiches;restaurants,American
Armando's Mexican Food,"711 E Carefree Hwy, Ste 101",Phoenix,AZ,85085,33.7977104,-112.0636901,3.5,29,restaurants;mexican,Mexican
Subway,7908 E Chaparral Rd,Scottsdale,AZ,85251,33.51048227,-111.9115363,3.5,11,fast food;restaurants;sandwiches,American
Deer Garden Signature,"66 S Dobson Rd, Ste 107",Mesa,AZ,85202,33.4133505,-111.8759922,3.0,82,chinese;soup;asian fusion;restaurants,Chinese
Great Harvest Bread,"1730 E Warner Rd, Ste 1",Tempe,AZ,85284,33.3353532,-111.911971,4.0,88,food;coffee & tea;sandwiches;bakeries;restaurants,American
McDonald's,6131 E Southern Ave,Mesa,AZ,85206,33.391523,-111.6991091,1.0,3,burgers;restaurants;fast food,American
Coco's Family Restaurant,15955 W Clearview Blvd,Surprise,AZ,85374,33.65436852,-112.4038227,3.0,48,american (traditional);restaurants;bakeries;food,American
Dog Town Chili Dogs,"690 S Mill Ave, Ste 110",Tempe,AZ,85281,33.423411,-111.94049,3.5,6,restaurants;hot dogs,American
Jenny's Diner,11001 N 99th Ave,Peoria,AZ,85345,33.5837549,-112.2720793,2.5,3,restaurants;diners,American
Adobo Dragon,915 N Central Ave,Phoenix,AZ,85004,33.45838066,-112.073424,4.0,82,food;seafood;ethnic food;mexican;asian fusion;specialty food;restaurants;latin american,American
Fox Hound Smokehouse & Tavern,8320 W Mariners Way,Peoria,AZ,85382,33.6290819,-112.238107,3.5,4,american (new);restaurants,American
Tony's Cafe,301 W Main St,Avondale,AZ,85323,33.4263613,-112.3548348,4.0,47,restaurants;mexican,Mexican
Domino's Pizza,3329 E Bell Rd,Phoenix,AZ,85032,33.6401823,-112.0102445,2.5,32,pizza;sandwiches;italian;restaurants;chicken wings,Italian
Luv A Sub,3922 E University Dr,Phoenix,AZ,85034,33.4224623,-111.9963825,3.5,17,restaurants;sandwiches,American
Mama's Italian Deli,1101 W University Dr,Tempe,AZ,85281,33.4217189,-111.9542269,4.0,8,italian;restaurants;delis,Italian
North Mountain Brewing,522 E Dunlap Ave,Phoenix,AZ,85020,33.5679191,-112.0663979,4.0,377,food;restaurants;gastropubs;breweries,American
Palo Verde,34631 N Tom Darlington Dr,Carefree,AZ,85377,33.802965,-111.923193,3.0,23,american (new);restaurants,American
Two Hippies Breakfast Joint,4306 N 7th Ave,Phoenix,AZ,85013,33.4987692,-112.0834514,3.0,55,restaurants;food;breakfast & brunch,American
Mikado Sushi,"3941 E Chandler Blvd, Ste 107",Phoenix,AZ,85048,33.3051079,-111.9994,4.5,7,restaurants;japanese,Japanese
Cafe Zupas,1935 E Camelback Rd,Phoenix,AZ,85016,33.508736,-112.041489,3.5,309,restaurants;sandwiches;soup;american (new);salad,American
Jojo's Pizza & Family Restaurant,"23425 N 39th Dr, Ste 110",Glendale,AZ,85310,33.6991852,-112.1417801,4.0,86,pizza;italian;restaurants,Italian
Thai Hut,101 E McDowell Rd,Phoenix,AZ,85004,33.4655579,-112.0722441,3.5,172,thai;restaurants,Thai
Federico's Mexican Food,4014 N 43rd Ave,Phoenix,AZ,85031,33.4937739,-112.1520007,2.5,4,restaurants;fast food;mexican,Mexican
Via Delosantos,9120 N Central Ave,Phoenix,AZ,85020,33.5693894,-112.0741314,4.0,239,mexican;restaurants,Mexican
Jack in the Box,9021 N 59th Ave,Glendale,AZ,85302,33.568391,-112.185901,1.5,16,fast food;restaurants,American
Joyride Taco House,5202 N Central Ave,Phoenix,AZ,85012,33.5130852,-112.0740978,4.0,819,vegetarian;restaurants;mexican;food,Mexican
Domino's Pizza,7045 N 35th Ave,Phoenix,AZ,85051,33.5401686,-112.1338482,3.0,9,sandwiches;chicken wings;restaurants;pizza,Italian
Wild Ginger,"861 N Higley Rd, Ste 111",Gilbert,AZ,85234,33.36604443,-111.7201108,4.5,126,nightlife;restaurants;chinese;asian fusion;cantonese;bars;salad,Chinese
Kyoto Bowl,"2910 N 32nd St, Ste 160",Phoenix,AZ,85018,33.4811285,-112.0132769,2.0,22,restaurants;japanese,Japanese
Taco Bell,4751 E Shea Blvd,Phoenix,AZ,85028,33.582569,-111.979243,2.5,18,restaurants;tex-mex;fast food;mexican,Mexican
Betty's Nosh,"6685 W Beardsley Rd, Ste 180",Glendale,AZ,85308,33.6668274,-112.2017753,3.5,237,restaurants;american (new),American
Deluxburger Express,3588-3964 E Sky Harbor Blvd,Phoenix,AZ,85034,33.4373615,-112.0018357,2.5,69,burgers;restaurants,American
Il Bosco Pizza,7120 E Becker Ln,Scottsdale,AZ,85254,33.5831743,-111.9273603,4.5,311,restaurants;italian;pizza,Italian
Jacksons Food Store,"21001 N Tatum Blvd, Ste 804",Phoenix,AZ,85050,33.6790861,-111.9767717,3.0,3,cafes;restaurants,American
Stingray Sushi,900 N 54th St,Chandler,AZ,85226,33.31819,-111.969203,3.0,89,japanese;sushi bars;restaurants,Japanese
Jorge's Chicken and Waffles,1212 E Apache Blvd,Tempe,AZ,85281,33.4152426,-111.9196665,3.5,49,restaurants;mexican,Mexican
Carefree Station Grill & Bar,7212 E Ho Hum Rd,Carefree,AZ,85377,33.826909,-111.919279,3.5,3,nightlife;bars;american (traditional);restaurants,American
Moreno's Mexican Grill,6510 S Higley Rd,Gilbert,AZ,85296,33.23198488,-111.7212099,3.0,59,restaurants;mexican,Mexican
San Carlos Bay Seafood Restaurant,1901 E McDowell Rd,Phoenix,AZ,85006,33.4655407,-112.0409279,4.0,67,restaurants;seafood;mexican,Mexican
Subway,450 S Sossaman Rd,Mesa,AZ,85208,33.4065803,-111.6681107,2.5,3,sandwiches;fast food;restaurants,American
North Italia,"20004 N 67th Ave, Suite 500",Glendale,AZ,85308,33.6659219,-112.2036662,4.0,24,restaurants;italian,Italian
Taco Bell,9059 E Indian Bend Rd,Scottsdale,AZ,85250,33.53767,-111.88511,2.5,17,fast food;restaurants;tex-mex;mexican,Mexican
La Oaxaquena Mexican Restaurant,"10430 N 19th Ave, Ste 7",Phoenix,AZ,85021,33.5811884,-112.1002098,4.0,13,mexican;restaurants,Mexican
Taco Bell,16950 Yuma Rd,Goodyear,AZ,85338,33.43599347,-112.4245049,2.0,9,fast food;mexican;restaurants,Mexican
Jacquee's Espresso,"40 N Central Ave, Ste 106",Phoenix,AZ,85004,33.448935,-112.074859,4.0,20,delis;coffee & tea;restaurants;food,American
The Downtown Deli,130 N Central Ave,Phoenix,AZ,85004,33.4499524,-112.0740511,4.0,57,sandwiches;breakfast & brunch;delis;restaurants,American
El Burrito Grande,3416 W Buckeye Rd,Phoenix,AZ,85009,33.4371081,-112.1331064,4.5,6,mexican;restaurants,Mexican
Thai Basil - Ahwatukee,"4221 E Chandler Blvd, Ste 106",Phoenix,AZ,85048,33.30489,-111.9924377,3.5,120,restaurants;asian fusion;vegetarian;thai,Thai
Unwined,"1334 E Chandler Blvd, Ste 11",Phoenix,AZ,85048,33.3069475,-112.0540306,3.5,77,food;sandwiches;bars;beer;wine & spirits;restaurants;wine bars;diners;nightlife,American
Colados Coffee & Crepes,10685 W Indian School,Avondale,AZ,85392,33.49230096,-112.2891462,4.5,271,creperies;food;coffee & tea;restaurants,American
Black Angus Steakhouse,13766 West McDowell Road,Goodyear,AZ,85338,33.4649635,-112.3552334,3.5,103,nightlife;bars;american (traditional);sports bars;steakhouses;restaurants;seafood,American
Yo Pauly's NY Pizza,8880 E Via Linda,Scottsdale,AZ,85258,33.56907993,-111.8899172,4.5,183,pizza;greek;restaurants;sandwiches;mediterranean;salad;italian,Italian
Player's Grill & Patio At the Golf Club of Estrella,11800 S Golf Club Dr,Goodyear,AZ,85338,33.3389357,-112.4336039,4.0,29,food;american (new);restaurants,American
Rosati's Pizza,1035 N Ellsworth Rd,Mesa,AZ,85207,33.43497705,-111.6313258,3.5,48,salad;restaurants;sandwiches;pizza,Italian
Sourdough Pizza Restaurant,7440 E Main St,Mesa,AZ,85207,33.415536,-111.670367,4.0,85,restaurants;italian;sandwiches;gluten-free;pizza,Italian
Garcia's Mexican Restaurants,,Tempe,AZ,85281,33.4366655,-111.9403254,4.5,3,restaurants;mexican,Mexican
Union Wine Bar & Grill,3815 N Brown Ave,Scottsdale,AZ,85251,33.4922985,-111.9245517,3.5,3,restaurants;bars;nightlife;american (new);wine bars,American
Steak Escape,"3111 W Chandler Blvd, Ste FF208",Chandler,AZ,85226,33.3016651,-111.8980181,3.0,29,restaurants;cheesesteaks,American
IHOP,2100 S Power Rd,Gilbert,AZ,85208,33.377333,-111.688424,2.5,43,american (new);breakfast & brunch;restaurants;american (traditional),American
Lupita's Mexican Restaurant,12420 W Thunderbird Rd,El Mirage,AZ,85335,33.609727,-112.32667,4.5,7,mexican;restaurants,Mexican
Casey Moore's Oyster House,850 S Ash Ave,Tempe,AZ,85281,33.42064761,-111.9425009,4.0,713,restaurants;irish;bars;pubs;seafood;nightlife,American
